ind1_ano,ind2_ano,species,group_num,group,year,groupyear,kin,obs_hours,grooming,aggression,association2,association.total,coalition,sharing,sex1,sex2,population,demo1,demo2
i041,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,268.183611111111,0,0,1059,2651,1,9,F,F,2,FALSE,FALSE
i087,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,285.489444444444,4911,1,1080,2708,3,7,F,F,2,FALSE,FALSE
i015,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,260.254166666667,241,0,549,3049,6,1,F,F,2,FALSE,FALSE
i005,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,255.679166666667,60,0,522,3143,4,1,F,F,2,FALSE,FALSE
i126,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,284.088611111111,640,0,1260,2775,4,4,F,F,2,FALSE,FALSE
i012,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,316.323055555556,2126,3,601,3326,1,1,F,F,2,FALSE,FALSE
i008,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,237.363333333333,0,0,378,2823,0,0,M,F,2,FALSE,FALSE
i134,i044,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,270.225555555556,474,1,723,3309,11,2,F,F,2,FALSE,FALSE
i042,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,1,55.5819444444444,2405,0,208,1952,0,0,M,F,2,FALSE,FALSE
i041,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,65.8783333333333,0,0,111,1848,0,0,F,F,2,TRUE,FALSE
i087,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,60.1838888888889,2053,0,112,1925,0,0,F,F,2,FALSE,FALSE
i015,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,62.5041666666667,0,0,62,1785,0,0,F,F,2,FALSE,FALSE
i005,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,45.3677777777778,0,0,67,1847,0,0,F,F,2,FALSE,FALSE
i126,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,66.5547222222222,78,0,165,2119,0,0,F,F,2,TRUE,FALSE
i012,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,72.3194444444444,0,0,67,2109,0,0,F,F,2,FALSE,FALSE
i008,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,54.0616666666667,0,0,49,1401,0,0,M,F,2,FALSE,FALSE
i134,i079,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,65.0688888888889,0,0,100,2181,0,0,F,F,2,FALSE,FALSE
i041,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,248.997777777778,3451,1,860,2633,1,0,F,M,2,FALSE,FALSE
i087,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,266.303611111111,2285,5,969,2602,0,0,F,M,2,FALSE,FALSE
i015,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,241.068333333333,253,1,551,2830,3,0,F,M,2,FALSE,FALSE
i005,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,236.493333333333,5377,3,550,2898,0,0,F,M,2,FALSE,FALSE
i126,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,264.902777777778,1119,3,1075,2743,0,1,F,M,2,FALSE,FALSE
i012,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,297.137222222222,1610,4,611,3099,0,0,F,M,2,FALSE,FALSE
i008,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,218.1775,0,21,302,2682,1,0,M,M,2,FALSE,FALSE
i134,i042,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,251.039722222222,3731,4,795,3020,5,0,F,M,2,FALSE,FALSE
i087,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,278.905277777778,1457,0,825,2545,6,1,F,F,2,FALSE,FALSE
i015,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,253.67,0,1,405,2775,3,2,F,F,2,FALSE,TRUE
i005,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,249.095,2210,0,351,2896,1,1,F,F,2,FALSE,FALSE
i126,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,277.504444444444,605,3,1090,2527,1,5,F,F,2,TRUE,FALSE
i012,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,309.738888888889,0,2,444,3065,0,0,F,F,2,FALSE,TRUE
i008,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,230.779166666667,3049,1,250,2533,0,0,M,F,2,FALSE,TRUE
i134,i041,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,263.641388888889,0,0,497,3117,3,0,F,F,2,FALSE,FALSE
i015,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,270.975833333333,2404,1,441,2817,4,0,F,F,2,FALSE,FALSE
i005,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,266.400833333333,3296,0,440,2885,2,1,F,F,2,FALSE,FALSE
i126,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,294.810277777778,15836,4,1003,2692,2,2,F,F,2,FALSE,FALSE
i012,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,327.044722222222,837,7,484,3103,0,0,F,F,2,FALSE,FALSE
i008,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,248.085,0,0,303,2558,0,0,M,F,2,FALSE,FALSE
i134,i087,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,280.947222222222,30,1,601,3091,5,2,F,F,2,FALSE,FALSE
i005,i015,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,241.165555555556,6498,0,917,2218,5,5,F,F,2,FALSE,FALSE
i126,i015,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,269.575,0,0,480,3025,1,1,F,F,2,FALSE,FALSE
i012,i015,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,301.809444444444,6,1,1030,2367,4,1,F,F,2,FALSE,TRUE
i008,i015,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,222.849722222222,892,1,603,2068,1,0,M,F,2,FALSE,TRUE
i134,i015,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,255.711944444444,5409,2,1064,2438,11,0,F,F,2,FALSE,FALSE
i126,i005,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,265,0,1,427,3145,1,1,F,F,2,FALSE,FALSE
i012,i005,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,297.234444444444,0,0,1101,2363,0,0,F,F,2,FALSE,FALSE
i008,i005,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,218.274722222222,987,8,626,2112,0,1,M,F,2,FALSE,FALSE
i134,i005,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,251.136944444444,0,0,1086,2483,6,2,F,F,2,FALSE,FALSE
i012,i126,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,325.643888888889,0,0,557,3277,0,1,F,F,2,FALSE,FALSE
i008,i126,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,246.684166666667,0,0,351,2757,0,0,M,F,2,FALSE,FALSE
i134,i126,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,279.546388888889,0,0,581,3358,2,0,F,F,2,FALSE,FALSE
i008,i012,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,278.918611111111,0,2,751,2249,0,0,M,F,2,FALSE,TRUE
i134,i012,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,311.780833333333,2634,2,1297,2534,4,2,F,F,2,FALSE,FALSE
i134,i008,bonobo,2,Kokoalongo,2019,Kokoalongo__2019,0,232.821111111111,0,4,762,2343,1,1,F,M,2,FALSE,FALSE
i138,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,385.588055554556,0,2,2074,4067,9,14,F,F,2,FALSE,FALSE
i099,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,340.960555554556,0,2,828,3401,0,0,M,F,2,TRUE,FALSE
i034,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,396.244444439889,2336,5,2151,4003,1,13,F,F,2,TRUE,FALSE
i007,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,410.417777773556,3637,1,1863,4180,2,3,M,F,2,FALSE,FALSE
i016,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,98.3036111111111,1653,2,544,3122,0,0,F,F,2,FALSE,FALSE
i122,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,425.311666664667,1191,2,2010,3896,5,2,M,F,2,TRUE,FALSE
i074,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,395.053611105333,616,6,2108,3893,5,11,F,F,2,FALSE,FALSE
i109,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,358.299999994556,92,0,1980,4283,11,5,F,F,2,TRUE,FALSE
i118,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,411.562777770667,1936,4,1986,3663,4,4,F,F,2,FALSE,FALSE
i031,i105,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,420.607500003222,92,4,2194,3933,0,16,F,F,2,FALSE,FALSE
i099,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,308.250833335333,0,0,847,3733,0,0,M,F,2,FALSE,FALSE
i034,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,363.534722220667,3069,3,2436,4069,2,7,F,F,2,FALSE,TRUE
i007,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,377.708055554333,5254,3,2174,4220,0,1,M,F,2,FALSE,FALSE
i016,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,98.6277777777778,0,3,534,3483,0,0,F,F,2,FALSE,TRUE
i122,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,392.601944445444,0,2,2262,3995,0,1,M,F,2,FALSE,TRUE
i074,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,362.343888886111,18178,0,2292,4060,1,5,F,F,2,FALSE,TRUE
i109,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,325.590277775333,7659,0,2293,4321,12,3,F,F,2,FALSE,TRUE
i118,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,378.853055551444,727,1,1934,4066,2,2,F,F,2,FALSE,TRUE
i031,i138,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,387.897777784,2745,2,2338,4140,0,2,F,F,2,FALSE,TRUE
i034,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,318.907222220667,1690,2,943,3650,0,1,F,M,2,TRUE,FALSE
i007,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,333.080555554333,8390,103,781,3701,1,0,M,M,2,FALSE,FALSE
i016,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,79.2052777777778,0,0,246,1859,0,0,F,M,2,FALSE,FALSE
i122,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,347.974444445444,27643,21,894,3451,26,2,M,M,2,TRUE,FALSE
i074,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,317.716388886111,0,3,846,3594,0,0,F,M,2,FALSE,FALSE
i109,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,280.962777775333,37,2,977,3725,1,0,F,M,2,TRUE,FALSE
i118,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,334.225555551444,503,1,827,3261,0,1,F,M,2,FALSE,FALSE
i031,i099,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,343.270277784,65,0,900,3666,1,0,F,M,2,FALSE,FALSE
i007,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,388.364444439667,11623,3,2192,4215,0,8,M,F,2,FALSE,FALSE
i016,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,114.613888888889,2878,2,583,3447,0,1,F,F,2,FALSE,TRUE
i122,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,403.258333330778,6585,1,2285,3985,0,6,M,F,2,TRUE,TRUE
i074,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,373.000277771444,9569,0,2355,4010,0,5,F,F,2,FALSE,TRUE
i109,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,336.246666660667,18691,0,2327,4300,3,6,F,F,2,TRUE,TRUE
i118,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,389.509444436778,8972,7,2087,3926,0,14,F,F,2,FALSE,TRUE
i031,i034,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,398.554166669333,11375,2,2513,3978,1,9,F,F,2,FALSE,TRUE
i016,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,94.0819444444444,0,0,510,3409,0,0,F,M,2,FALSE,FALSE
i122,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,417.431666664444,6963,52,2022,4137,1,0,M,M,2,FALSE,FALSE
i074,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,387.173611105111,7359,3,2031,4223,1,3,F,M,2,FALSE,FALSE
i109,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,1,350.419999994333,28230,3,2536,3980,10,3,F,M,2,FALSE,FALSE
i118,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,403.682777770444,1232,6,1790,4112,1,1,F,M,2,FALSE,FALSE
i031,i007,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,412.727500003,1931,1,2105,4275,0,3,F,M,2,FALSE,FALSE
i122,i016,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,107.888333333333,10779,1,524,3258,0,0,M,F,2,FALSE,TRUE
i074,i016,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,93.6797222222222,5816,2,581,3296,0,3,F,F,2,FALSE,TRUE
i109,i016,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,107.888611111111,293,1,447,3692,1,1,F,F,2,FALSE,TRUE
i118,i016,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,110.690277777778,116,1,510,3015,0,0,F,F,2,FALSE,TRUE
i031,i016,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,97.9758333333333,784,2,571,3432,0,0,F,F,2,FALSE,TRUE
i074,i122,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,402.067499996222,5659,1,2214,3903,0,2,F,M,2,FALSE,TRUE
i109,i122,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,365.313888885444,8386,0,2203,4176,2,1,F,M,2,TRUE,TRUE
i118,i122,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,418.576666661556,2203,2,1945,3820,0,2,F,M,2,FALSE,TRUE
i031,i122,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,427.621388894111,14356,1,2223,4020,0,2,F,M,2,FALSE,TRUE
i109,i074,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,335.055833326111,0,0,2131,4343,6,4,F,F,2,FALSE,TRUE
i118,i074,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,388.318611102222,5210,2,2040,3820,1,5,F,F,2,FALSE,TRUE
i031,i074,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,397.363333334778,0,3,2345,3993,0,7,F,F,2,FALSE,TRUE
i118,i109,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,351.564999991444,0,0,1867,4255,3,4,F,F,2,FALSE,TRUE
i031,i109,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,360.609722224,9069,5,2210,4390,1,0,F,F,2,FALSE,TRUE
i031,i118,bonobo,3,Ekalakala,2021,Ekalakala__2021,0,413.872500000111,12794,0,2120,3866,0,7,F,F,2,FALSE,TRUE
i095,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,226.402777782,0,1,797,4063,1,0,F,M,2,FALSE,FALSE
i061,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,303.689166668,0,2,953,4131,0,0,F,M,2,FALSE,TRUE
i057,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,274.921111108111,0,4,967,4218,1,0,F,M,2,FALSE,FALSE
i071,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,164.439722230667,0,8,567,3791,0,0,M,M,2,FALSE,TRUE
i033,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,242.852777779111,522,8,1956,3713,2,1,M,M,2,FALSE,FALSE
i121,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,256.956944448556,0,10,1208,3490,1,0,M,M,2,FALSE,FALSE
i037,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,283.762222232444,0,2,1303,4277,2,0,F,M,2,FALSE,TRUE
i044,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,285.320555565444,6082,2,1482,4581,1,0,F,M,2,FALSE,FALSE
i041,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,277.656388884556,0,1,1133,4188,2,0,F,M,2,FALSE,FALSE
i087,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,281.068055556667,0,0,1480,4315,1,0,F,M,2,FALSE,FALSE
i015,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,256.616666668556,2123,1,1540,3562,1,1,F,M,2,FALSE,FALSE
i005,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,266.987499998111,1324,0,1355,3554,0,2,F,M,2,FALSE,TRUE
i126,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,260.579444445667,0,5,1079,4346,0,0,F,M,2,FALSE,TRUE
i012,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,277.536666675444,2635,0,1420,3569,0,2,F,M,2,FALSE,TRUE
i134,i113,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,265.192222230444,0,1,1480,3555,1,1,F,M,2,FALSE,FALSE
i061,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,328.650277772889,5932,0,995,3243,5,11,F,F,2,FALSE,FALSE
i057,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,299.882222213,2843,2,1139,3200,2,2,F,F,2,FALSE,FALSE
i071,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,189.400833335556,1785,3,701,2811,0,0,M,F,2,FALSE,FALSE
i033,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,267.813888884,0,0,893,3930,2,1,M,F,2,FALSE,FALSE
i121,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,281.918055553444,0,6,368,3484,0,0,M,F,2,FALSE,FALSE
i037,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,308.723333337333,1331,0,1244,3490,2,2,F,F,2,FALSE,FALSE
i044,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,310.281666670333,4310,0,1362,3855,8,10,F,F,2,FALSE,FALSE
i041,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,302.617499989444,0,0,1124,3351,1,4,F,F,2,FALSE,FALSE
i087,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,306.029166661556,1282,1,1120,3829,4,7,F,F,2,FALSE,FALSE
i015,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,281.577777773444,19827,1,610,3646,0,1,F,F,2,FALSE,FALSE
i005,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,291.948611103,5236,0,433,3630,2,3,F,F,2,FALSE,FALSE
i126,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,285.540555550556,0,0,1125,3454,1,6,F,F,2,FALSE,FALSE
i012,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,302.497777780333,0,0,491,3652,0,2,F,F,2,FALSE,FALSE
i134,i095,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,290.153333335333,0,0,434,3755,2,0,F,F,2,FALSE,FALSE
i057,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,377.168611099,0,2,1187,3376,1,2,F,F,2,TRUE,FALSE
i071,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,266.687222221556,3497,3,796,2940,0,0,M,F,2,FALSE,TRUE
i033,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,345.10027777,6,5,1038,4009,1,0,M,F,2,FALSE,FALSE
i121,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,359.204444439444,0,3,495,3581,0,0,M,F,2,TRUE,FALSE
i037,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,386.009722223333,0,2,1279,3679,4,4,F,F,2,TRUE,TRUE
i044,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,387.568055556333,4,0,1486,3955,5,10,F,F,2,FALSE,FALSE
i041,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,379.903888875444,2763,3,1318,3381,2,7,F,F,2,FALSE,FALSE
i087,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,383.315555547556,197,3,1214,3959,6,1,F,F,2,FALSE,FALSE
i015,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,358.864166659444,0,0,746,3734,1,3,F,F,2,FALSE,FALSE
i005,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,369.234999989,0,2,566,3721,1,2,F,F,2,FALSE,TRUE
i126,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,362.826944436556,0,1,1233,3570,5,3,F,F,2,TRUE,TRUE
i012,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,379.784166666333,0,1,647,3720,0,1,F,F,2,FALSE,TRUE
i134,i061,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,367.439722221333,377,0,684,3729,2,1,F,F,2,FALSE,FALSE
i071,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,237.919166661667,1968,3,823,3014,0,0,M,F,2,FALSE,FALSE
i033,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,316.332222210111,2670,0,1059,4089,1,0,M,F,2,FALSE,FALSE
i121,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,330.436388879556,0,4,470,3707,0,0,M,F,2,TRUE,FALSE
i037,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,357.241666663444,2647,0,1382,3677,3,2,F,F,2,TRUE,FALSE
i044,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,358.799999996444,536,1,1629,3913,7,0,F,F,2,FALSE,FALSE
i041,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,351.135833315556,0,0,1242,3558,1,0,F,F,2,FALSE,FALSE
i087,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,354.547499987667,0,3,1367,3907,3,2,F,F,2,FALSE,FALSE
i015,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,330.096111099556,6,0,776,3805,0,1,F,F,2,FALSE,FALSE
i005,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,340.466944429111,1432,0,585,3803,2,0,F,F,2,FALSE,FALSE
i126,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,334.058888876667,873,1,1296,3608,2,0,F,F,2,TRUE,FALSE
i012,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,351.016111106444,1906,0,567,3901,0,0,F,F,2,FALSE,FALSE
i134,i057,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,338.671666661444,618,0,597,3917,0,0,F,F,2,FALSE,FALSE
i033,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,205.850833332667,0,35,646,3675,1,0,M,M,2,FALSE,FALSE
i121,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,219.955000002111,0,3,289,3061,0,0,M,M,2,FALSE,FALSE
i037,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,246.760277786,0,1,904,3328,0,0,F,M,2,FALSE,TRUE
i044,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,248.318611119,0,6,1068,3647,0,0,F,M,2,FALSE,FALSE
i041,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,240.654444438111,1497,12,863,3110,0,0,F,M,2,FALSE,FALSE
i087,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,244.066111110222,2484,2,865,3582,0,1,F,M,2,FALSE,FALSE
i015,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,219.614722222111,0,1,491,3263,0,0,F,M,2,FALSE,FALSE
i005,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,229.985555551667,0,5,385,3176,0,0,F,M,2,FALSE,TRUE
i126,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,223.577499999222,0,3,841,3236,0,0,F,M,2,FALSE,TRUE
i012,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,240.534722229,0,3,404,3237,0,0,F,M,2,FALSE,TRUE
i134,i071,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,228.190277784,0,2,429,3258,0,0,F,M,2,FALSE,FALSE
i121,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,298.368055550556,0,26,1033,3628,0,0,M,M,2,FALSE,FALSE
i037,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,325.173333334444,0,3,1394,4149,7,0,F,M,2,FALSE,FALSE
i044,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,326.731666667444,9,4,1574,4452,3,0,F,M,2,FALSE,FALSE
i041,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,319.067499986556,0,1,1177,4107,1,0,F,M,2,FALSE,FALSE
i087,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,322.479166658667,7397,4,1692,4066,1,0,F,M,2,FALSE,FALSE
i015,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,298.027777770556,3491,0,1474,3591,0,0,F,M,2,FALSE,FALSE
i005,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,308.398611100111,1387,1,1173,3699,1,0,F,M,2,FALSE,FALSE
i126,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,301.990555547667,0,7,1181,4207,1,1,F,M,2,FALSE,FALSE
i012,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,318.947777777444,0,0,1270,3682,0,0,F,M,2,FALSE,FALSE
i134,i033,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,306.603333332444,388,0,1390,3608,1,0,F,M,2,FALSE,FALSE
i037,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,339.277500003889,0,5,684,3888,0,0,F,M,2,TRUE,FALSE
i044,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,340.835833336889,0,6,715,4340,0,0,F,M,2,FALSE,FALSE
i041,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,333.171666656,0,1,569,3744,0,0,F,M,2,FALSE,FALSE
i087,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,336.583333328111,0,5,814,3973,1,0,F,M,2,FALSE,FALSE
i015,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,312.13194444,390,1,975,3119,0,0,F,M,2,FALSE,FALSE
i005,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,1,322.502777769556,26611,1,1214,2687,1,1,F,M,2,FALSE,FALSE
i126,i121,bonobo,2,Kokoalongo,2021,Kokoalongo__2021,0,316.094722217111,0,10,540,3877,0,0,F,M,2,TRUE,FALSE
