"individual1","individual2","dyadID","food","foraging_group_membership","foraging_help","friendship","sex1","sex2","partners","kin"
"SB62","SB107","SB107_SB62",0,0,0,0,"f","f",0,0
"SB152","SB107","SB107_SB152",0,0,0,0,"m","f",0,0
"SB143","SB107","SB107_SB143",0,0,0,0,"m","f",0,0.0625
"SB150","SB107","SB107_SB150",0,0,0,0,"f","f",0,0
"SB151","SB107","SB107_SB151",0,0,0,0,"f","f",0,0
"SB158","SB107","SB107_SB158",0,0,0,0,"f","f",0,0
"SB153","SB107","SB107_SB153",0,0,0,0,"f","f",0,0
"SB155","SB107","SB107_SB155",0,0,0,0,"f","f",0,0
"SB163","SB107","SB107_SB163",0,0,0,0,"f","f",0,0
"SB169","SB107","SB107_SB169",0,0,0,0,"f","f",0,0
"SB149","SB107","SB107_SB149",0,0,0,0,"m","f",0,0
"SB157","SB107","SB107_SB157",0,0,0,0,"m","f",0,0
"SB162","SB107","SB107_SB162",0,0,0,0,"m","f",0,0
"SB27","SB107","SB107_SB27",0,0,0,0,"f","f",0,0
"SB2","SB107","SB107_SB2",0,0,0,0,"f","f",0,0
"SB20","SB107","SB107_SB20",0,0,0,0,"f","f",0,0
"SB6","SB107","SB107_SB6",0,0,0,0,"m","f",0,0
"SB47","SB107","SB107_SB47",0,0,0,0,"f","f",0,0
"SB19","SB107","SB107_SB19",0,0,0,0,"m","f",0,0
"SB46","SB107","SB107_SB46",0,0,0,0,"m","f",0,0
"SB61","SB107","SB107_SB61",0,0,0,0,"m","f",0,0
"SB34","SB107","SB107_SB34",0,0,0,0,"f","f",0,0
"SB39","SB107","SB107_SB39",0,0,0,0,"f","f",0,0
"SB7","SB107","SB107_SB7",0,0,0,0,"f","f",0,0
"SB58","SB107","SB107_SB58",0,0,0,0,"f","f",0,0
"SB37","SB107","SB107_SB37",0,0,0,0,"f","f",0,0
"SB53","SB107","SB107_SB53",0,0,0,0,"f","f",0,0
"SB11","SB107","SB107_SB11",0,0,0,0,"f","f",0,0
"SB57","SB107","SB107_SB57",0,0,0,0,"m","f",0,0
"SB146","SB107","SB107_SB146",0,0,0,0,"m","f",0,0
"SB66","SB107","SB107_SB66",0,0,0,0,"m","f",0,0
"SB133","SB107","SB107_SB133",0,0,0,0,"m","f",0,0.03125
"SB52","SB107","SB107_SB52",0,0,0,0,"m","f",0,0
"SB17","SB107","SB107_SB17",0,0,0,0,"f","f",0,0
"SB118","SB107","SB107_SB118",1,3,1,0,"f","f",0,0
"SB114","SB107","SB107_SB114",0,2,1,0,"f","f",0,0
"SB176","SB107","SB107_SB176",0,0,0,0,"m","f",0,0
"SB179","SB107","SB107_SB179",0,0,0,0,"f","f",0,0
"SB178","SB107","SB107_SB178",0,0,0,0,"m","f",0,0.015625
"SB67","SB107","SB107_SB67",0,0,0,2,"f","f",0,0
"SB154","SB107","SB107_SB154",0,0,0,0,"m","f",0,0.015625
"SB68","SB107","SB107_SB68",0,0,0,0,"m","f",0,0
"SB75","SB107","SB107_SB75",0,0,0,0,"f","f",0,0
"SB65","SB107","SB107_SB65",0,0,0,0,"f","f",0,0
"SB74","SB107","SB107_SB74",0,0,0,0,"m","f",0,0
"SB82","SB107","SB107_SB82",0,0,0,0,"m","f",0,0
"SB18","SB107","SB107_SB18",0,0,0,0,"m","f",0,0
"SB124","SB107","SB107_SB124",0,0,0,0,"m","f",0,0
"SB26","SB107","SB107_SB26",0,0,0,0,"m","f",0,0
"SB33","SB107","SB107_SB33",0,0,0,0,"m","f",0,0
"SB1","SB107","SB1_SB107",0,0,0,0,"m","f",0,0
"SB38","SB107","SB107_SB38",0,0,0,0,"m","f",0,0
"SB10","SB107","SB10_SB107",0,0,0,0,"m","f",0,0
"SB102","SB107","SB102_SB107",0,1,1,0,"m","f",0,0.5
"SB106","SB107","SB106_SB107",0,2,1,0,"m","f",1,0
"SB116","SB107","SB107_SB116",0,0,0,0,"m","f",0,0
"SB88","SB107","SB107_SB88",0,0,0,0,"m","f",0,0
"SB80","SB107","SB107_SB80",0,0,0,0,"f","f",0,0
"SB79","SB107","SB107_SB79",0,0,0,0,"m","f",0,0
"SB93","SB83","SB83_SB93",1,0,0,0,"f","f",0,0.5
"SB120","SB83","SB120_SB83",0,0,0,0,"m","f",0,0.25
"SB84","SB83","SB83_SB84",1,2,1,0,"m","f",0,0.5
"SB117","SB83","SB117_SB83",2,0,0,0,"m","f",0,0.25
"SB148","SB83","SB148_SB83",0,0,0,0,"m","f",0,0
"SB62","SB83","SB62_SB83",0,0,0,0,"f","f",0,0
"SB152","SB83","SB152_SB83",0,0,0,0,"m","f",0,0
"SB143","SB83","SB143_SB83",0,0,0,0,"m","f",0,0.0625
"SB150","SB83","SB150_SB83",0,0,0,0,"f","f",0,0
"SB151","SB83","SB151_SB83",0,0,0,0,"f","f",0,0
"SB158","SB83","SB158_SB83",0,0,0,0,"f","f",0,0
"SB153","SB83","SB153_SB83",0,0,0,0,"f","f",0,0
"SB155","SB83","SB155_SB83",0,0,0,0,"f","f",0,0
"SB163","SB83","SB163_SB83",0,0,0,0,"f","f",0,0
"SB169","SB83","SB169_SB83",0,0,0,0,"f","f",0,0
"SB149","SB83","SB149_SB83",0,0,0,0,"m","f",0,0
"SB157","SB83","SB157_SB83",0,0,0,0,"m","f",0,0
"SB162","SB83","SB162_SB83",0,0,0,0,"m","f",0,0
"SB27","SB83","SB27_SB83",0,0,0,0,"f","f",0,0
"SB2","SB83","SB2_SB83",0,0,0,0,"f","f",0,0
"SB20","SB83","SB20_SB83",0,0,0,0,"f","f",0,0
"SB6","SB83","SB6_SB83",0,0,0,0,"m","f",0,0
"SB47","SB83","SB47_SB83",0,0,0,0,"f","f",0,0
"SB19","SB83","SB19_SB83",0,0,0,0,"m","f",0,0
"SB46","SB83","SB46_SB83",0,0,0,0,"m","f",0,0
"SB61","SB83","SB61_SB83",0,0,0,0,"m","f",0,0
"SB34","SB83","SB34_SB83",0,0,0,0,"f","f",0,0
"SB39","SB83","SB39_SB83",0,0,0,0,"f","f",0,0
"SB7","SB83","SB7_SB83",0,0,0,0,"f","f",0,0
"SB58","SB83","SB58_SB83",0,0,0,0,"f","f",0,0
"SB37","SB83","SB37_SB83",0,0,0,0,"f","f",0,0
"SB53","SB83","SB53_SB83",0,0,0,0,"f","f",0,0
"SB11","SB83","SB11_SB83",0,0,0,0,"f","f",0,0
"SB57","SB83","SB57_SB83",0,0,0,0,"m","f",0,0
"SB146","SB83","SB146_SB83",0,0,0,0,"m","f",0,0
"SB66","SB83","SB66_SB83",0,0,0,0,"m","f",0,0
"SB133","SB83","SB133_SB83",0,0,0,0,"m","f",0,0.03125
"SB52","SB83","SB52_SB83",0,0,0,0,"m","f",0,0
"SB17","SB83","SB17_SB83",0,0,0,0,"f","f",0,0
"SB118","SB83","SB118_SB83",0,0,0,0,"f","f",0,0
"SB114","SB83","SB114_SB83",0,0,0,0,"f","f",0,0
"SB176","SB83","SB176_SB83",0,0,0,0,"m","f",0,0
"SB179","SB83","SB179_SB83",0,0,0,0,"f","f",0,0
"SB178","SB83","SB178_SB83",0,0,0,0,"m","f",0,0.015625
"SB67","SB83","SB67_SB83",2,0,0,0,"f","f",0,0
"SB154","SB83","SB154_SB83",0,0,0,0,"m","f",0,0.015625
"SB68","SB83","SB68_SB83",0,0,0,0,"m","f",0,0
"SB75","SB83","SB75_SB83",0,0,0,0,"f","f",0,0
"SB65","SB83","SB65_SB83",0,0,0,0,"f","f",0,0
"SB74","SB83","SB74_SB83",0,0,0,0,"m","f",0,0
"SB82","SB83","SB82_SB83",0,0,0,0,"m","f",1,0
"SB18","SB83","SB18_SB83",0,0,0,0,"m","f",0,0
"SB124","SB83","SB124_SB83",0,0,0,0,"m","f",0,0
"SB26","SB83","SB26_SB83",0,0,0,0,"m","f",0,0
"SB33","SB83","SB33_SB83",0,0,0,0,"m","f",0,0
"SB1","SB83","SB1_SB83",0,0,0,0,"m","f",0,0
"SB38","SB83","SB38_SB83",0,0,0,0,"m","f",0,0
"SB10","SB83","SB10_SB83",0,0,0,0,"m","f",0,0
"SB102","SB83","SB102_SB83",0,0,0,0,"m","f",0,0.5
"SB106","SB83","SB106_SB83",0,0,0,0,"m","f",0,0
"SB116","SB83","SB116_SB83",0,0,0,0,"m","f",0,0
"SB88","SB83","SB83_SB88",0,0,0,0,"m","f",0,0
"SB80","SB83","SB80_SB83",0,0,0,0,"f","f",0,0
"SB79","SB83","SB79_SB83",0,0,0,0,"m","f",0,0
"SB120","SB93","SB120_SB93",0,0,0,0,"m","f",0,0.25
"SB84","SB93","SB84_SB93",0,0,0,0,"m","f",0,0.25
"SB117","SB93","SB117_SB93",1,0,0,0,"m","f",0,0.25
"SB148","SB93","SB148_SB93",0,0,0,0,"m","f",0,0
"SB62","SB93","SB62_SB93",0,0,0,0,"f","f",0,0
"SB152","SB93","SB152_SB93",0,0,0,0,"m","f",0,0
"SB143","SB93","SB143_SB93",0,0,0,0,"m","f",0,0.0625
"SB150","SB93","SB150_SB93",0,0,0,0,"f","f",0,0
"SB151","SB93","SB151_SB93",0,0,0,0,"f","f",0,0
"SB158","SB93","SB158_SB93",0,0,0,0,"f","f",0,0
"SB153","SB93","SB153_SB93",0,0,0,0,"f","f",0,0
"SB155","SB93","SB155_SB93",0,0,0,0,"f","f",0,0
"SB163","SB93","SB163_SB93",0,0,0,0,"f","f",0,0
"SB169","SB93","SB169_SB93",0,1,1,0,"f","f",0,0
"SB149","SB93","SB149_SB93",0,0,0,0,"m","f",0,0
"SB157","SB93","SB157_SB93",2,2,0,0,"m","f",1,0
"SB162","SB93","SB162_SB93",0,0,0,0,"m","f",0,0
"SB27","SB93","SB27_SB93",0,0,0,0,"f","f",0,0
"SB2","SB93","SB2_SB93",0,0,0,0,"f","f",0,0
"SB20","SB93","SB20_SB93",0,0,0,0,"f","f",0,0
"SB6","SB93","SB6_SB93",0,0,0,0,"m","f",0,0
"SB47","SB93","SB47_SB93",0,0,0,0,"f","f",0,0
"SB19","SB93","SB19_SB93",0,0,0,0,"m","f",0,0
"SB46","SB93","SB46_SB93",0,0,0,0,"m","f",0,0
"SB61","SB93","SB61_SB93",0,0,0,0,"m","f",0,0
"SB34","SB93","SB34_SB93",0,0,0,0,"f","f",0,0
"SB39","SB93","SB39_SB93",0,0,0,0,"f","f",0,0
"SB7","SB93","SB7_SB93",0,0,0,0,"f","f",0,0
"SB58","SB93","SB58_SB93",0,0,0,0,"f","f",0,0
"SB37","SB93","SB37_SB93",0,0,0,0,"f","f",0,0
"SB53","SB93","SB53_SB93",0,0,0,0,"f","f",0,0
"SB11","SB93","SB11_SB93",0,0,0,0,"f","f",0,0
"SB57","SB93","SB57_SB93",0,0,0,0,"m","f",0,0
"SB146","SB93","SB146_SB93",0,0,0,0,"m","f",0,0
"SB66","SB93","SB66_SB93",0,0,0,0,"m","f",0,0
"SB133","SB93","SB133_SB93",0,0,0,0,"m","f",0,0.03125
"SB52","SB93","SB52_SB93",0,0,0,0,"m","f",0,0
"SB17","SB93","SB17_SB93",0,0,0,0,"f","f",0,0
"SB118","SB93","SB118_SB93",1,0,0,0,"f","f",0,0
"SB114","SB93","SB114_SB93",0,0,0,0,"f","f",0,0
"SB176","SB93","SB176_SB93",0,0,0,0,"m","f",0,0
"SB179","SB93","SB179_SB93",0,0,0,0,"f","f",0,0
"SB178","SB93","SB178_SB93",0,0,0,0,"m","f",0,0.015625
"SB67","SB93","SB67_SB93",2,0,0,0,"f","f",0,0
"SB154","SB93","SB154_SB93",0,0,0,0,"m","f",0,0.015625
"SB68","SB93","SB68_SB93",0,0,0,0,"m","f",0,0
"SB75","SB93","SB75_SB93",1,0,0,0,"f","f",0,0
"SB65","SB93","SB65_SB93",0,0,0,0,"f","f",0,0
"SB74","SB93","SB74_SB93",0,0,0,0,"m","f",0,0
"SB82","SB93","SB82_SB93",0,0,0,0,"m","f",0,0
"SB18","SB93","SB18_SB93",0,0,0,0,"m","f",0,0
"SB124","SB93","SB124_SB93",0,0,0,0,"m","f",0,0
"SB26","SB93","SB26_SB93",0,0,0,0,"m","f",0,0
"SB33","SB93","SB33_SB93",0,0,0,0,"m","f",0,0
"SB1","SB93","SB1_SB93",0,0,0,0,"m","f",0,0
"SB38","SB93","SB38_SB93",0,0,0,0,"m","f",0,0
"SB10","SB93","SB10_SB93",0,0,0,0,"m","f",0,0
"SB102","SB93","SB102_SB93",0,0,0,0,"m","f",0,0.5
"SB106","SB93","SB106_SB93",0,0,0,0,"m","f",0,0
"SB116","SB93","SB116_SB93",0,0,0,0,"m","f",0,0
"SB88","SB93","SB88_SB93",0,0,0,0,"m","f",0,0
"SB80","SB93","SB80_SB93",0,0,0,0,"f","f",0,0
"SB79","SB93","SB79_SB93",0,0,0,0,"m","f",0,0
"SB84","SB120","SB120_SB84",1,1,0,1,"m","m",0,0.125
"SB117","SB120","SB117_SB120",0,0,0,4,"m","m",0,0.125
"SB148","SB120","SB120_SB148",0,2,0,2,"m","m",0,0
"SB62","SB120","SB120_SB62",0,0,0,0,"f","m",0,0
"SB152","SB120","SB120_SB152",0,0,0,0,"m","m",0,0
"SB143","SB120","SB120_SB143",0,0,0,0,"m","m",0,0.03125
"SB150","SB120","SB120_SB150",0,0,0,0,"f","m",0,0
"SB151","SB120","SB120_SB151",0,0,0,0,"f","m",0,0
"SB158","SB120","SB120_SB158",0,0,0,0,"f","m",0,0
"SB153","SB120","SB120_SB153",0,0,0,0,"f","m",0,0
"SB155","SB120","SB120_SB155",0,0,0,0,"f","m",0,0
"SB163","SB120","SB120_SB163",0,0,0,0,"f","m",0,0
"SB169","SB120","SB120_SB169",0,0,0,0,"f","m",0,0
"SB149","SB120","SB120_SB149",0,0,0,0,"m","m",0,0
"SB157","SB120","SB120_SB157",0,0,0,0,"m","m",0,0
"SB162","SB120","SB120_SB162",0,0,0,0,"m","m",0,0
"SB27","SB120","SB120_SB27",0,0,0,0,"f","m",0,0
"SB2","SB120","SB120_SB2",0,0,0,0,"f","m",0,0
"SB20","SB120","SB120_SB20",0,0,0,0,"f","m",0,0
"SB6","SB120","SB120_SB6",0,0,0,0,"m","m",0,0
"SB47","SB120","SB120_SB47",0,0,0,0,"f","m",0,0
"SB19","SB120","SB120_SB19",0,0,0,0,"m","m",0,0
"SB46","SB120","SB120_SB46",0,0,0,0,"m","m",0,0
"SB61","SB120","SB120_SB61",0,0,0,0,"m","m",0,0
"SB34","SB120","SB120_SB34",0,0,0,0,"f","m",0,0
"SB39","SB120","SB120_SB39",0,0,0,0,"f","m",0,0
"SB7","SB120","SB120_SB7",0,0,0,0,"f","m",0,0
"SB58","SB120","SB120_SB58",0,0,0,0,"f","m",0,0
"SB37","SB120","SB120_SB37",0,0,0,0,"f","m",0,0
"SB53","SB120","SB120_SB53",0,0,0,0,"f","m",0,0
"SB11","SB120","SB11_SB120",0,0,0,0,"f","m",0,0
"SB57","SB120","SB120_SB57",0,0,0,0,"m","m",0,0
"SB146","SB120","SB120_SB146",0,0,0,0,"m","m",0,0
"SB66","SB120","SB120_SB66",0,0,0,0,"m","m",0,0
"SB133","SB120","SB120_SB133",0,0,0,0,"m","m",0,0.015625
"SB52","SB120","SB120_SB52",0,0,0,0,"m","m",0,0
"SB17","SB120","SB120_SB17",0,0,0,0,"f","m",0,0
"SB118","SB120","SB118_SB120",0,0,0,0,"f","m",0,0
"SB114","SB120","SB114_SB120",0,0,0,0,"f","m",0,0
"SB176","SB120","SB120_SB176",0,0,0,0,"m","m",0,0
"SB179","SB120","SB120_SB179",0,0,0,0,"f","m",0,0
"SB178","SB120","SB120_SB178",0,0,0,1,"m","m",0,0.0078125
"SB67","SB120","SB120_SB67",0,0,0,0,"f","m",0,0
"SB154","SB120","SB120_SB154",0,0,0,0,"m","m",0,0.0078125
"SB68","SB120","SB120_SB68",0,2,2,2,"m","m",0,0
"SB75","SB120","SB120_SB75",0,0,0,0,"f","m",0,0
"SB65","SB120","SB120_SB65",0,0,0,0,"f","m",0,0
"SB74","SB120","SB120_SB74",0,0,0,0,"m","m",0,0
"SB82","SB120","SB120_SB82",0,0,0,0,"m","m",0,0
"SB18","SB120","SB120_SB18",0,0,0,0,"m","m",0,0
"SB124","SB120","SB120_SB124",0,0,0,0,"m","m",0,0
"SB26","SB120","SB120_SB26",0,0,0,0,"m","m",0,0
"SB33","SB120","SB120_SB33",0,0,0,0,"m","m",0,0
"SB1","SB120","SB1_SB120",0,0,0,0,"m","m",0,0
"SB38","SB120","SB120_SB38",0,0,0,0,"m","m",0,0
"SB10","SB120","SB10_SB120",0,0,0,0,"m","m",0,0
"SB102","SB120","SB102_SB120",0,0,0,0,"m","m",0,0.25
"SB106","SB120","SB106_SB120",0,0,0,0,"m","m",0,0
"SB116","SB120","SB116_SB120",0,0,0,0,"m","m",0,0
"SB88","SB120","SB120_SB88",0,0,0,0,"m","m",0,0
"SB80","SB120","SB120_SB80",0,0,0,0,"f","m",0,0
"SB79","SB120","SB120_SB79",0,0,0,0,"m","m",0,0
"SB117","SB84","SB117_SB84",0,0,0,2,"m","m",0,0.125
"SB148","SB84","SB148_SB84",1,2,0,2,"m","m",0,0
"SB62","SB84","SB62_SB84",0,0,0,0,"f","m",0,0
"SB152","SB84","SB152_SB84",0,0,0,0,"m","m",0,0
"SB143","SB84","SB143_SB84",0,0,0,0,"m","m",0,0.03125
"SB150","SB84","SB150_SB84",0,0,0,0,"f","m",0,0.03125
"SB151","SB84","SB151_SB84",0,0,0,0,"f","m",0,0.0078125
"SB158","SB84","SB158_SB84",0,0,0,0,"f","m",0,0
"SB153","SB84","SB153_SB84",0,0,0,0,"f","m",0,0.03125
"SB155","SB84","SB155_SB84",0,0,0,0,"f","m",0,0.015625
"SB163","SB84","SB163_SB84",0,0,0,0,"f","m",0,0
"SB169","SB84","SB169_SB84",0,0,0,0,"f","m",0,0.015625
"SB149","SB84","SB149_SB84",0,0,0,0,"m","m",0,0
"SB157","SB84","SB157_SB84",0,0,0,0,"m","m",0,0.015625
"SB162","SB84","SB162_SB84",0,0,0,0,"m","m",0,0.015625
"SB27","SB84","SB27_SB84",0,0,0,0,"f","m",0,0.015625
"SB2","SB84","SB2_SB84",0,0,0,0,"f","m",0,0.015625
"SB20","SB84","SB20_SB84",0,0,0,0,"f","m",0,0.125
"SB6","SB84","SB6_SB84",0,0,0,0,"m","m",0,0
"SB47","SB84","SB47_SB84",0,0,0,0,"f","m",0,0.015625
"SB19","SB84","SB19_SB84",0,0,0,0,"m","m",0,0.03125
"SB46","SB84","SB46_SB84",0,0,0,0,"m","m",0,0.03125
"SB61","SB84","SB61_SB84",0,0,0,0,"m","m",0,0.0234375
"SB34","SB84","SB34_SB84",0,0,0,0,"f","m",0,0.015625
"SB39","SB84","SB39_SB84",0,0,0,0,"f","m",0,0
"SB7","SB84","SB7_SB84",0,0,0,0,"f","m",0,0.03125
"SB58","SB84","SB58_SB84",0,0,0,0,"f","m",0,0
"SB37","SB84","SB37_SB84",0,0,0,0,"f","m",0,0.03125
"SB53","SB84","SB53_SB84",0,0,0,0,"f","m",0,0
"SB11","SB84","SB11_SB84",0,0,0,0,"f","m",0,0.015625
"SB57","SB84","SB57_SB84",0,0,0,0,"m","m",0,0.03125
"SB146","SB84","SB146_SB84",0,0,0,0,"m","m",0,0.015625
"SB66","SB84","SB66_SB84",0,0,0,1,"m","m",0,0.25
"SB133","SB84","SB133_SB84",0,0,0,0,"m","m",0,0.015625
"SB52","SB84","SB52_SB84",0,0,0,0,"m","m",0,0.015625
"SB17","SB84","SB17_SB84",0,0,0,0,"f","m",0,0
"SB118","SB84","SB118_SB84",1,0,0,0,"f","m",0,0
"SB114","SB84","SB114_SB84",1,0,0,0,"f","m",0,0
"SB176","SB84","SB176_SB84",0,0,0,0,"m","m",0,0
"SB179","SB84","SB179_SB84",0,0,0,0,"f","m",0,0
"SB178","SB84","SB178_SB84",0,0,0,0,"m","m",0,0.0078125
"SB67","SB84","SB67_SB84",0,0,0,0,"f","m",0,0
"SB154","SB84","SB154_SB84",0,0,0,0,"m","m",0,0.0078125
"SB68","SB84","SB68_SB84",1,2,2,2,"m","m",0,0.125
"SB75","SB84","SB75_SB84",0,0,0,0,"f","m",0,0.03125
"SB65","SB84","SB65_SB84",0,0,0,0,"f","m",0,0.25
"SB74","SB84","SB74_SB84",0,1,0,0,"m","m",0,0
"SB82","SB84","SB82_SB84",0,1,0,0,"m","m",0,0.5
"SB18","SB84","SB18_SB84",0,0,0,0,"m","m",0,0
"SB124","SB84","SB124_SB84",0,0,0,0,"m","m",0,0.015625
"SB26","SB84","SB26_SB84",0,0,0,0,"m","m",0,0
"SB33","SB84","SB33_SB84",0,0,0,0,"m","m",0,0.015625
"SB1","SB84","SB1_SB84",0,0,0,0,"m","m",0,0.015625
"SB38","SB84","SB38_SB84",0,0,0,0,"m","m",0,0
"SB10","SB84","SB10_SB84",0,0,0,0,"m","m",0,0
"SB102","SB84","SB102_SB84",0,0,0,0,"m","m",0,0.25
"SB106","SB84","SB106_SB84",0,0,0,0,"m","m",0,0
"SB116","SB84","SB116_SB84",1,0,0,0,"m","m",0,0
"SB88","SB84","SB84_SB88",0,0,0,1,"m","m",0,0
"SB80","SB84","SB80_SB84",0,0,0,0,"f","m",0,0
"SB79","SB84","SB79_SB84",0,0,0,0,"m","m",0,0
"SB148","SB117","SB117_SB148",0,1,0,1,"m","m",0,0
"SB62","SB117","SB117_SB62",0,0,0,0,"f","m",0,0
"SB152","SB117","SB117_SB152",0,0,0,0,"m","m",0,0
"SB143","SB117","SB117_SB143",0,0,0,0,"m","m",0,0.03125
"SB150","SB117","SB117_SB150",0,2,1,0,"f","m",0,0
"SB151","SB117","SB117_SB151",1,2,3,0,"f","m",1,0
"SB158","SB117","SB117_SB158",0,0,0,0,"f","m",0,0
"SB153","SB117","SB117_SB153",0,0,0,0,"f","m",0,0
"SB155","SB117","SB117_SB155",0,0,0,0,"f","m",0,0
"SB163","SB117","SB117_SB163",0,0,0,0,"f","m",0,0
"SB169","SB117","SB117_SB169",0,0,0,0,"f","m",0,0
"SB149","SB117","SB117_SB149",0,0,0,0,"m","m",0,0
"SB157","SB117","SB117_SB157",0,0,0,0,"m","m",0,0
"SB162","SB117","SB117_SB162",0,0,0,0,"m","m",0,0
"SB27","SB117","SB117_SB27",0,0,0,0,"f","m",0,0
"SB2","SB117","SB117_SB2",0,0,0,0,"f","m",0,0
"SB20","SB117","SB117_SB20",0,0,0,0,"f","m",0,0
"SB6","SB117","SB117_SB6",0,0,0,0,"m","m",0,0
"SB47","SB117","SB117_SB47",0,0,0,0,"f","m",0,0
"SB19","SB117","SB117_SB19",0,0,0,0,"m","m",0,0
"SB46","SB117","SB117_SB46",0,0,0,0,"m","m",0,0
"SB61","SB117","SB117_SB61",0,0,0,1,"m","m",0,0
"SB34","SB117","SB117_SB34",0,0,0,0,"f","m",0,0
"SB39","SB117","SB117_SB39",0,0,0,0,"f","m",0,0
"SB7","SB117","SB117_SB7",0,0,0,0,"f","m",0,0
"SB58","SB117","SB117_SB58",0,0,0,0,"f","m",0,0
"SB37","SB117","SB117_SB37",0,0,0,0,"f","m",0,0
"SB53","SB117","SB117_SB53",0,0,0,0,"f","m",0,0
"SB11","SB117","SB11_SB117",0,0,0,0,"f","m",0,0
"SB57","SB117","SB117_SB57",0,0,0,0,"m","m",0,0
"SB146","SB117","SB117_SB146",0,0,0,0,"m","m",0,0
"SB66","SB117","SB117_SB66",0,0,0,0,"m","m",0,0
"SB133","SB117","SB117_SB133",0,0,0,0,"m","m",0,0.015625
"SB52","SB117","SB117_SB52",0,0,0,0,"m","m",0,0
"SB17","SB117","SB117_SB17",0,0,0,0,"f","m",0,0
"SB118","SB117","SB117_SB118",0,0,0,0,"f","m",0,0
"SB114","SB117","SB114_SB117",0,0,0,0,"f","m",0,0
"SB176","SB117","SB117_SB176",0,0,0,0,"m","m",0,0
"SB179","SB117","SB117_SB179",0,0,0,0,"f","m",0,0
"SB178","SB117","SB117_SB178",0,0,0,0,"m","m",0,0.0078125
"SB67","SB117","SB117_SB67",0,0,0,0,"f","m",0,0
"SB154","SB117","SB117_SB154",0,2,1,1,"m","m",0,0.0078125
"SB68","SB117","SB117_SB68",0,2,2,2,"m","m",0,0
"SB75","SB117","SB117_SB75",0,0,0,0,"f","m",0,0
"SB65","SB117","SB117_SB65",0,0,0,0,"f","m",0,0
"SB74","SB117","SB117_SB74",0,0,0,0,"m","m",0,0
"SB82","SB117","SB117_SB82",0,0,0,0,"m","m",0,0
"SB18","SB117","SB117_SB18",0,0,0,0,"m","m",0,0
"SB124","SB117","SB117_SB124",0,0,0,0,"m","m",0,0
"SB26","SB117","SB117_SB26",0,0,0,0,"m","m",0,0
"SB33","SB117","SB117_SB33",0,0,0,0,"m","m",0,0
"SB1","SB117","SB1_SB117",0,0,0,0,"m","m",0,0
"SB38","SB117","SB117_SB38",0,0,0,0,"m","m",0,0
"SB10","SB117","SB10_SB117",0,0,0,0,"m","m",0,0
"SB102","SB117","SB102_SB117",0,0,0,0,"m","m",0,0.25
"SB106","SB117","SB106_SB117",0,0,1,0,"m","m",0,0
"SB116","SB117","SB116_SB117",0,0,0,0,"m","m",0,0
"SB88","SB117","SB117_SB88",0,0,0,0,"m","m",0,0
"SB80","SB117","SB117_SB80",0,0,0,0,"f","m",0,0
"SB79","SB117","SB117_SB79",0,0,0,0,"m","m",0,0
"SB62","SB148","SB148_SB62",1,0,3,2,"f","m",0,0.5
"SB152","SB148","SB148_SB152",0,0,1,0,"m","m",0,0.5
"SB143","SB148","SB143_SB148",0,0,0,2,"m","m",0,0
"SB150","SB148","SB148_SB150",0,0,0,0,"f","m",0,0
"SB151","SB148","SB148_SB151",0,0,0,0,"f","m",0,0
"SB158","SB148","SB148_SB158",0,0,0,0,"f","m",0,0
"SB153","SB148","SB148_SB153",0,0,0,0,"f","m",0,0
"SB155","SB148","SB148_SB155",0,0,0,0,"f","m",0,0
"SB163","SB148","SB148_SB163",0,0,0,0,"f","m",0,0
"SB169","SB148","SB148_SB169",0,0,0,0,"f","m",0,0
"SB149","SB148","SB148_SB149",0,0,0,0,"m","m",0,0
"SB157","SB148","SB148_SB157",0,0,0,0,"m","m",0,0
"SB162","SB148","SB148_SB162",0,0,0,0,"m","m",0,0
"SB27","SB148","SB148_SB27",0,0,0,0,"f","m",0,0
"SB2","SB148","SB148_SB2",0,0,0,0,"f","m",0,0
"SB20","SB148","SB148_SB20",0,0,0,0,"f","m",0,0
"SB6","SB148","SB148_SB6",0,0,0,0,"m","m",0,0
"SB47","SB148","SB148_SB47",0,0,0,0,"f","m",0,0
"SB19","SB148","SB148_SB19",0,0,0,0,"m","m",0,0
"SB46","SB148","SB148_SB46",0,0,0,0,"m","m",0,0
"SB61","SB148","SB148_SB61",0,0,0,0,"m","m",0,0
"SB34","SB148","SB148_SB34",0,0,0,0,"f","m",0,0
"SB39","SB148","SB148_SB39",0,0,0,0,"f","m",0,0
"SB7","SB148","SB148_SB7",0,0,0,0,"f","m",0,0
"SB58","SB148","SB148_SB58",0,0,0,0,"f","m",0,0
"SB37","SB148","SB148_SB37",0,0,0,0,"f","m",0,0
"SB53","SB148","SB148_SB53",0,0,0,0,"f","m",0,0
"SB11","SB148","SB11_SB148",0,0,0,0,"f","m",0,0
"SB57","SB148","SB148_SB57",0,0,0,0,"m","m",0,0
"SB146","SB148","SB146_SB148",0,1,0,2,"m","m",0,0
"SB66","SB148","SB148_SB66",0,0,0,0,"m","m",0,0
"SB133","SB148","SB133_SB148",0,0,0,0,"m","m",0,0
"SB52","SB148","SB148_SB52",0,0,0,0,"m","m",0,0
"SB17","SB148","SB148_SB17",0,0,0,0,"f","m",0,0
"SB118","SB148","SB118_SB148",0,0,0,0,"f","m",0,0
