"individual1","individual2","dyadID","food","foraging_group_membership","foraging_help","friendship","sex1","sex2","partners","kin"
"SB116","SB153","SB116_SB153",0,0,0,0,"m","f",0,0
"SB88","SB153","SB153_SB88",0,0,0,0,"m","f",0,0
"SB80","SB153","SB153_SB80",0,0,0,0,"f","f",0,0
"SB79","SB153","SB153_SB79",0,0,0,0,"m","f",0,0
"SB163","SB155","SB155_SB163",3,2,2,2,"f","f",0,0
"SB169","SB155","SB155_SB169",3,2,2,2,"f","f",0,0.5
"SB149","SB155","SB149_SB155",1,0,0,0,"m","f",0,0
"SB157","SB155","SB155_SB157",2,4,1,0,"m","f",0,0.5
"SB162","SB155","SB155_SB162",0,0,0,0,"m","f",0,0.5
"SB27","SB155","SB155_SB27",2,3,1,0,"f","f",0,0.5
"SB2","SB155","SB155_SB2",2,3,2,0,"f","f",0,0.5
"SB20","SB155","SB155_SB20",0,0,0,0,"f","f",0,0.015625
"SB6","SB155","SB155_SB6",0,0,0,0,"m","f",0,0
"SB47","SB155","SB155_SB47",0,0,0,0,"f","f",0,0.03125
"SB19","SB155","SB155_SB19",0,0,0,0,"m","f",0,0
"SB46","SB155","SB155_SB46",0,0,0,0,"m","f",0,0
"SB61","SB155","SB155_SB61",0,0,0,0,"m","f",0,0.015625
"SB34","SB155","SB155_SB34",0,0,0,0,"f","f",0,0
"SB39","SB155","SB155_SB39",0,0,0,0,"f","f",0,0
"SB7","SB155","SB155_SB7",0,0,0,0,"f","f",0,0
"SB58","SB155","SB155_SB58",0,0,0,0,"f","f",0,0
"SB37","SB155","SB155_SB37",0,0,0,0,"f","f",0,0.0625
"SB53","SB155","SB155_SB53",0,0,0,0,"f","f",0,0
"SB11","SB155","SB11_SB155",0,0,0,0,"f","f",0,0
"SB57","SB155","SB155_SB57",0,0,0,0,"m","f",0,0.0625
"SB146","SB155","SB146_SB155",0,0,0,0,"m","f",0,0.03125
"SB66","SB155","SB155_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB155","SB133_SB155",0,0,0,0,"m","f",0,0
"SB52","SB155","SB155_SB52",0,0,0,0,"m","f",0,0.03125
"SB17","SB155","SB155_SB17",0,0,0,0,"f","f",0,0
"SB118","SB155","SB118_SB155",0,0,0,0,"f","f",0,0
"SB114","SB155","SB114_SB155",0,0,0,0,"f","f",0,0
"SB176","SB155","SB155_SB176",0,0,0,0,"m","f",0,0
"SB179","SB155","SB155_SB179",0,0,0,0,"f","f",0,0
"SB178","SB155","SB155_SB178",0,0,0,0,"m","f",0,0
"SB67","SB155","SB155_SB67",0,0,0,0,"f","f",0,0.25
"SB154","SB155","SB154_SB155",0,4,2,0,"m","f",1,0
"SB68","SB155","SB155_SB68",0,0,0,0,"m","f",0,0.140625
"SB75","SB155","SB155_SB75",0,0,0,0,"f","f",0,0
"SB65","SB155","SB155_SB65",0,0,0,0,"f","f",0,0
"SB74","SB155","SB155_SB74",0,0,0,0,"m","f",0,0
"SB82","SB155","SB155_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB155","SB155_SB18",0,0,0,0,"m","f",0,0
"SB124","SB155","SB124_SB155",0,0,0,0,"m","f",0,0.125
"SB26","SB155","SB155_SB26",0,0,0,0,"m","f",0,0
"SB33","SB155","SB155_SB33",0,0,0,0,"m","f",0,0.03125
"SB1","SB155","SB1_SB155",0,0,0,0,"m","f",0,0
"SB38","SB155","SB155_SB38",0,0,0,0,"m","f",0,0
"SB10","SB155","SB10_SB155",1,0,0,0,"m","f",0,0
"SB102","SB155","SB102_SB155",0,0,0,0,"m","f",0,0
"SB106","SB155","SB106_SB155",0,0,0,0,"m","f",0,0
"SB116","SB155","SB116_SB155",0,0,0,0,"m","f",0,0
"SB88","SB155","SB155_SB88",0,0,0,0,"m","f",0,0
"SB80","SB155","SB155_SB80",0,0,0,0,"f","f",0,0
"SB79","SB155","SB155_SB79",0,0,0,0,"m","f",0,0
"SB169","SB163","SB163_SB169",3,2,1,2,"f","f",0,0
"SB149","SB163","SB149_SB163",1,0,0,0,"m","f",0,0
"SB157","SB163","SB157_SB163",3,0,0,0,"m","f",0,0
"SB162","SB163","SB162_SB163",1,2,3,0,"m","f",1,0
"SB27","SB163","SB163_SB27",0,2,0,2,"f","f",0,0
"SB2","SB163","SB163_SB2",0,1,0,2,"f","f",0,0
"SB20","SB163","SB163_SB20",0,0,0,0,"f","f",0,0
"SB6","SB163","SB163_SB6",0,0,0,0,"m","f",0,0
"SB47","SB163","SB163_SB47",0,0,0,0,"f","f",0,0
"SB19","SB163","SB163_SB19",0,0,0,0,"m","f",0,0
"SB46","SB163","SB163_SB46",0,0,0,0,"m","f",0,0
"SB61","SB163","SB163_SB61",0,0,0,0,"m","f",0,0
"SB34","SB163","SB163_SB34",0,0,0,0,"f","f",0,0
"SB39","SB163","SB163_SB39",0,0,0,0,"f","f",0,0
"SB7","SB163","SB163_SB7",0,0,0,0,"f","f",0,0
"SB58","SB163","SB163_SB58",0,0,0,0,"f","f",0,0
"SB37","SB163","SB163_SB37",0,0,0,0,"f","f",0,0
"SB53","SB163","SB163_SB53",0,0,0,0,"f","f",0,0
"SB11","SB163","SB11_SB163",0,0,0,0,"f","f",0,0
"SB57","SB163","SB163_SB57",0,0,0,0,"m","f",0,0
"SB146","SB163","SB146_SB163",0,0,0,0,"m","f",0,0
"SB66","SB163","SB163_SB66",0,0,0,0,"m","f",0,0
"SB133","SB163","SB133_SB163",0,0,0,0,"m","f",0,0
"SB52","SB163","SB163_SB52",0,0,0,0,"m","f",0,0
"SB17","SB163","SB163_SB17",0,0,0,0,"f","f",0,0
"SB118","SB163","SB118_SB163",0,0,0,0,"f","f",0,0
"SB114","SB163","SB114_SB163",0,0,0,0,"f","f",0,0
"SB176","SB163","SB163_SB176",0,0,0,0,"m","f",0,0
"SB179","SB163","SB163_SB179",0,0,0,0,"f","f",0,0
"SB178","SB163","SB163_SB178",0,0,0,0,"m","f",0,0
"SB67","SB163","SB163_SB67",0,0,0,0,"f","f",0,0
"SB154","SB163","SB154_SB163",0,0,0,0,"m","f",0,0
"SB68","SB163","SB163_SB68",0,0,0,0,"m","f",0,0
"SB75","SB163","SB163_SB75",0,0,0,0,"f","f",0,0
"SB65","SB163","SB163_SB65",0,0,0,0,"f","f",0,0
"SB74","SB163","SB163_SB74",0,0,0,0,"m","f",0,0
"SB82","SB163","SB163_SB82",0,0,0,0,"m","f",0,0
"SB18","SB163","SB163_SB18",0,0,0,0,"m","f",0,0
"SB124","SB163","SB124_SB163",0,0,0,0,"m","f",0,0
"SB26","SB163","SB163_SB26",0,0,0,0,"m","f",0,0
"SB33","SB163","SB163_SB33",0,0,0,0,"m","f",0,0
"SB1","SB163","SB1_SB163",0,0,0,0,"m","f",0,0
"SB38","SB163","SB163_SB38",0,0,0,0,"m","f",0,0
"SB10","SB163","SB10_SB163",1,0,0,0,"m","f",0,0
"SB102","SB163","SB102_SB163",0,0,0,0,"m","f",0,0
"SB106","SB163","SB106_SB163",0,0,0,0,"m","f",0,0
"SB116","SB163","SB116_SB163",0,0,0,0,"m","f",0,0
"SB88","SB163","SB163_SB88",0,0,0,0,"m","f",0,0
"SB80","SB163","SB163_SB80",0,0,0,0,"f","f",0,0
"SB79","SB163","SB163_SB79",0,0,0,0,"m","f",0,0
"SB149","SB169","SB149_SB169",1,0,0,0,"m","f",0,0
"SB157","SB169","SB157_SB169",1,2,1,0,"m","f",0,0.5
"SB162","SB169","SB162_SB169",0,0,0,0,"m","f",0,0.5
"SB27","SB169","SB169_SB27",1,0,0,0,"f","f",0,0.5
"SB2","SB169","SB169_SB2",0,0,0,0,"f","f",0,0.5
"SB20","SB169","SB169_SB20",0,0,0,0,"f","f",0,0.015625
"SB6","SB169","SB169_SB6",0,0,0,0,"m","f",0,0
"SB47","SB169","SB169_SB47",0,0,0,0,"f","f",0,0.03125
"SB19","SB169","SB169_SB19",0,0,0,0,"m","f",0,0
"SB46","SB169","SB169_SB46",0,0,0,0,"m","f",0,0
"SB61","SB169","SB169_SB61",0,0,0,0,"m","f",0,0.015625
"SB34","SB169","SB169_SB34",0,0,0,0,"f","f",0,0
"SB39","SB169","SB169_SB39",0,0,0,0,"f","f",0,0
"SB7","SB169","SB169_SB7",0,0,0,0,"f","f",0,0
"SB58","SB169","SB169_SB58",0,0,0,0,"f","f",0,0
"SB37","SB169","SB169_SB37",0,0,0,0,"f","f",0,0.0625
"SB53","SB169","SB169_SB53",0,0,0,0,"f","f",0,0
"SB11","SB169","SB11_SB169",0,0,0,0,"f","f",0,0
"SB57","SB169","SB169_SB57",0,0,0,0,"m","f",0,0.0625
"SB146","SB169","SB146_SB169",0,0,0,0,"m","f",0,0.03125
"SB66","SB169","SB169_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB169","SB133_SB169",0,0,0,0,"m","f",0,0
"SB52","SB169","SB169_SB52",0,0,0,0,"m","f",0,0.03125
"SB17","SB169","SB169_SB17",0,0,0,0,"f","f",0,0
"SB118","SB169","SB118_SB169",0,0,0,0,"f","f",0,0
"SB114","SB169","SB114_SB169",0,0,0,0,"f","f",0,0
"SB176","SB169","SB169_SB176",0,0,0,0,"m","f",0,0
"SB179","SB169","SB169_SB179",0,0,0,0,"f","f",0,0
"SB178","SB169","SB169_SB178",0,0,0,0,"m","f",0,0
"SB67","SB169","SB169_SB67",0,1,1,0,"f","f",0,0.25
"SB154","SB169","SB154_SB169",0,0,0,0,"m","f",0,0
"SB68","SB169","SB169_SB68",0,0,0,0,"m","f",0,0.140625
"SB75","SB169","SB169_SB75",0,0,0,0,"f","f",0,0
"SB65","SB169","SB169_SB65",0,0,0,0,"f","f",0,0
"SB74","SB169","SB169_SB74",0,0,0,0,"m","f",0,0
"SB82","SB169","SB169_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB169","SB169_SB18",0,0,0,0,"m","f",0,0
"SB124","SB169","SB124_SB169",0,0,0,0,"m","f",0,0.125
"SB26","SB169","SB169_SB26",0,0,0,0,"m","f",0,0
"SB33","SB169","SB169_SB33",0,0,0,0,"m","f",0,0.03125
"SB1","SB169","SB1_SB169",0,0,0,0,"m","f",0,0
"SB38","SB169","SB169_SB38",0,0,0,0,"m","f",0,0
"SB10","SB169","SB10_SB169",1,0,0,0,"m","f",0,0
"SB102","SB169","SB102_SB169",0,0,0,0,"m","f",0,0
"SB106","SB169","SB106_SB169",0,0,0,0,"m","f",0,0
"SB116","SB169","SB116_SB169",0,0,0,0,"m","f",0,0
"SB88","SB169","SB169_SB88",0,0,0,0,"m","f",0,0
"SB80","SB169","SB169_SB80",0,0,0,0,"f","f",0,0
"SB79","SB169","SB169_SB79",0,0,0,0,"m","f",0,0
"SB157","SB149","SB149_SB157",0,0,0,2,"m","m",0,0
"SB162","SB149","SB149_SB162",0,0,0,2,"m","m",0,0
"SB27","SB149","SB149_SB27",0,0,0,0,"f","m",0,0
"SB2","SB149","SB149_SB2",0,0,0,0,"f","m",0,0
"SB20","SB149","SB149_SB20",0,0,0,0,"f","m",0,0
"SB6","SB149","SB149_SB6",0,0,0,0,"m","m",0,0
"SB47","SB149","SB149_SB47",0,0,0,0,"f","m",0,0
"SB19","SB149","SB149_SB19",0,0,0,0,"m","m",0,0
"SB46","SB149","SB149_SB46",0,0,0,0,"m","m",0,0
"SB61","SB149","SB149_SB61",0,0,0,0,"m","m",0,0
"SB34","SB149","SB149_SB34",0,0,0,0,"f","m",0,0
"SB39","SB149","SB149_SB39",0,0,0,0,"f","m",0,0
"SB7","SB149","SB149_SB7",0,0,0,0,"f","m",0,0
"SB58","SB149","SB149_SB58",0,0,0,0,"f","m",0,0
"SB37","SB149","SB149_SB37",0,0,0,0,"f","m",0,0
"SB53","SB149","SB149_SB53",0,0,0,0,"f","m",0,0
"SB11","SB149","SB11_SB149",0,0,0,0,"f","m",0,0
"SB57","SB149","SB149_SB57",0,0,0,0,"m","m",0,0
"SB146","SB149","SB146_SB149",0,0,0,0,"m","m",0,0
"SB66","SB149","SB149_SB66",0,0,0,0,"m","m",0,0
"SB133","SB149","SB133_SB149",0,0,0,0,"m","m",0,0
"SB52","SB149","SB149_SB52",0,0,0,0,"m","m",0,0
"SB17","SB149","SB149_SB17",0,0,0,0,"f","m",0,0
"SB118","SB149","SB118_SB149",0,0,0,0,"f","m",0,0
"SB114","SB149","SB114_SB149",0,0,0,0,"f","m",0,0
"SB176","SB149","SB149_SB176",0,0,0,0,"m","m",0,0
"SB179","SB149","SB149_SB179",0,0,0,0,"f","m",0,0
"SB178","SB149","SB149_SB178",0,0,0,0,"m","m",0,0
"SB67","SB149","SB149_SB67",0,0,0,0,"f","m",0,0
"SB154","SB149","SB149_SB154",0,0,0,0,"m","m",0,0
"SB68","SB149","SB149_SB68",0,0,0,0,"m","m",0,0
"SB75","SB149","SB149_SB75",0,0,0,0,"f","m",0,0
"SB65","SB149","SB149_SB65",0,0,0,0,"f","m",0,0
"SB74","SB149","SB149_SB74",0,0,0,0,"m","m",0,0
"SB82","SB149","SB149_SB82",0,0,0,0,"m","m",0,0
"SB18","SB149","SB149_SB18",0,0,0,0,"m","m",0,0
"SB124","SB149","SB124_SB149",0,0,0,0,"m","m",0,0
"SB26","SB149","SB149_SB26",0,0,0,0,"m","m",0,0
"SB33","SB149","SB149_SB33",0,0,0,0,"m","m",0,0
"SB1","SB149","SB1_SB149",0,0,0,0,"m","m",0,0
"SB38","SB149","SB149_SB38",0,0,0,0,"m","m",0,0
"SB10","SB149","SB10_SB149",0,0,0,0,"m","m",0,0
"SB102","SB149","SB102_SB149",0,0,0,0,"m","m",0,0
"SB106","SB149","SB106_SB149",0,0,0,0,"m","m",0,0
"SB116","SB149","SB116_SB149",0,0,0,0,"m","m",0,0
"SB88","SB149","SB149_SB88",0,0,0,0,"m","m",0,0
"SB80","SB149","SB149_SB80",0,0,0,0,"f","m",0,0
"SB79","SB149","SB149_SB79",0,0,0,0,"m","m",0,0
"SB162","SB157","SB157_SB162",0,0,0,0,"m","m",0,0.5
"SB27","SB157","SB157_SB27",0,0,1,0,"f","m",0,0.5
"SB2","SB157","SB157_SB2",0,0,0,0,"f","m",0,0.5
"SB20","SB157","SB157_SB20",0,0,0,0,"f","m",0,0.015625
"SB6","SB157","SB157_SB6",0,0,0,0,"m","m",0,0
"SB47","SB157","SB157_SB47",0,0,0,0,"f","m",0,0.03125
"SB19","SB157","SB157_SB19",0,0,0,0,"m","m",0,0
"SB46","SB157","SB157_SB46",0,0,0,0,"m","m",0,0
"SB61","SB157","SB157_SB61",0,0,0,0,"m","m",0,0.015625
"SB34","SB157","SB157_SB34",0,0,0,0,"f","m",0,0
"SB39","SB157","SB157_SB39",0,0,0,0,"f","m",0,0
"SB7","SB157","SB157_SB7",0,0,0,0,"f","m",0,0
"SB58","SB157","SB157_SB58",0,0,0,0,"f","m",0,0
"SB37","SB157","SB157_SB37",0,0,0,0,"f","m",0,0.0625
"SB53","SB157","SB157_SB53",0,0,0,0,"f","m",0,0
"SB11","SB157","SB11_SB157",0,0,0,0,"f","m",0,0
"SB57","SB157","SB157_SB57",0,0,0,0,"m","m",0,0.0625
"SB146","SB157","SB146_SB157",0,0,0,0,"m","m",0,0.03125
"SB66","SB157","SB157_SB66",0,0,0,0,"m","m",0,0.03125
"SB133","SB157","SB133_SB157",0,0,0,0,"m","m",0,0
"SB52","SB157","SB157_SB52",0,0,0,0,"m","m",0,0.03125
"SB17","SB157","SB157_SB17",0,0,0,0,"f","m",0,0
"SB118","SB157","SB118_SB157",0,0,0,0,"f","m",0,0
"SB114","SB157","SB114_SB157",0,0,0,0,"f","m",0,0
"SB176","SB157","SB157_SB176",0,0,0,0,"m","m",0,0
"SB179","SB157","SB157_SB179",0,0,0,0,"f","m",0,0
"SB178","SB157","SB157_SB178",0,0,0,0,"m","m",0,0
"SB67","SB157","SB157_SB67",0,0,0,0,"f","m",0,0.25
"SB154","SB157","SB154_SB157",0,0,0,0,"m","m",0,0
"SB68","SB157","SB157_SB68",0,0,0,0,"m","m",0,0.140625
"SB75","SB157","SB157_SB75",0,0,0,0,"f","m",0,0
"SB65","SB157","SB157_SB65",0,0,0,0,"f","m",0,0
"SB74","SB157","SB157_SB74",0,0,0,0,"m","m",0,0
"SB82","SB157","SB157_SB82",0,0,0,0,"m","m",0,0.03125
"SB18","SB157","SB157_SB18",0,0,0,0,"m","m",0,0
"SB124","SB157","SB124_SB157",1,2,1,0,"m","m",0,0.125
"SB26","SB157","SB157_SB26",0,0,0,0,"m","m",0,0
"SB33","SB157","SB157_SB33",0,0,0,0,"m","m",0,0.03125
"SB1","SB157","SB1_SB157",0,0,0,0,"m","m",0,0
"SB38","SB157","SB157_SB38",0,0,0,0,"m","m",0,0
"SB10","SB157","SB10_SB157",0,0,0,0,"m","m",0,0
"SB102","SB157","SB102_SB157",0,0,0,0,"m","m",0,0
"SB106","SB157","SB106_SB157",0,0,0,0,"m","m",0,0
"SB116","SB157","SB116_SB157",0,0,0,0,"m","m",0,0
"SB88","SB157","SB157_SB88",0,0,0,0,"m","m",0,0
"SB80","SB157","SB157_SB80",0,0,0,0,"f","m",0,0
"SB79","SB157","SB157_SB79",0,0,0,0,"m","m",0,0
"SB27","SB162","SB162_SB27",0,0,0,0,"f","m",0,0.5
"SB2","SB162","SB162_SB2",0,0,0,0,"f","m",0,0.5
"SB20","SB162","SB162_SB20",0,0,0,0,"f","m",0,0.015625
"SB6","SB162","SB162_SB6",0,0,0,0,"m","m",0,0
"SB47","SB162","SB162_SB47",0,0,0,0,"f","m",0,0.03125
"SB19","SB162","SB162_SB19",0,0,0,0,"m","m",0,0
"SB46","SB162","SB162_SB46",0,0,0,0,"m","m",0,0
"SB61","SB162","SB162_SB61",0,0,0,0,"m","m",0,0.015625
"SB34","SB162","SB162_SB34",0,0,0,0,"f","m",0,0
"SB39","SB162","SB162_SB39",0,0,0,0,"f","m",0,0
"SB7","SB162","SB162_SB7",0,0,0,0,"f","m",0,0
"SB58","SB162","SB162_SB58",0,0,0,0,"f","m",0,0
"SB37","SB162","SB162_SB37",0,0,0,0,"f","m",0,0.0625
"SB53","SB162","SB162_SB53",0,0,0,0,"f","m",0,0
"SB11","SB162","SB11_SB162",0,0,0,0,"f","m",0,0
"SB57","SB162","SB162_SB57",0,0,0,0,"m","m",0,0.0625
"SB146","SB162","SB146_SB162",0,0,0,0,"m","m",0,0.03125
"SB66","SB162","SB162_SB66",0,0,0,0,"m","m",0,0.03125
"SB133","SB162","SB133_SB162",0,0,0,0,"m","m",0,0
"SB52","SB162","SB162_SB52",0,0,0,0,"m","m",0,0.03125
"SB17","SB162","SB162_SB17",0,0,0,0,"f","m",0,0
"SB118","SB162","SB118_SB162",0,0,0,0,"f","m",0,0
"SB114","SB162","SB114_SB162",0,0,0,0,"f","m",0,0
"SB176","SB162","SB162_SB176",0,0,0,0,"m","m",0,0
"SB179","SB162","SB162_SB179",0,0,0,0,"f","m",0,0
"SB178","SB162","SB162_SB178",0,0,0,0,"m","m",0,0
"SB67","SB162","SB162_SB67",0,0,0,0,"f","m",0,0.25
"SB154","SB162","SB154_SB162",0,0,0,0,"m","m",0,0
"SB68","SB162","SB162_SB68",0,0,0,2,"m","m",0,0.140625
"SB75","SB162","SB162_SB75",0,0,0,0,"f","m",0,0
"SB65","SB162","SB162_SB65",0,0,0,0,"f","m",0,0
"SB74","SB162","SB162_SB74",0,0,0,0,"m","m",0,0
"SB82","SB162","SB162_SB82",0,0,0,0,"m","m",0,0.03125
"SB18","SB162","SB162_SB18",0,0,0,0,"m","m",0,0
"SB124","SB162","SB124_SB162",0,0,0,0,"m","m",0,0.125
"SB26","SB162","SB162_SB26",0,0,0,0,"m","m",0,0
"SB33","SB162","SB162_SB33",0,0,0,1,"m","m",0,0.03125
"SB1","SB162","SB1_SB162",0,0,0,0,"m","m",0,0
"SB38","SB162","SB162_SB38",0,0,0,2,"m","m",0,0
"SB10","SB162","SB10_SB162",0,0,0,0,"m","m",0,0
"SB102","SB162","SB102_SB162",0,0,0,0,"m","m",0,0
"SB106","SB162","SB106_SB162",0,0,0,0,"m","m",0,0
"SB116","SB162","SB116_SB162",0,0,0,0,"m","m",0,0
"SB88","SB162","SB162_SB88",0,0,0,0,"m","m",0,0
"SB80","SB162","SB162_SB80",0,0,0,0,"f","m",0,0
"SB79","SB162","SB162_SB79",0,0,0,0,"m","m",0,0
"SB2","SB27","SB2_SB27",1,1,2,1,"f","f",0,0.5
"SB20","SB27","SB20_SB27",2,0,0,0,"f","f",0,0.015625
"SB6","SB27","SB27_SB6",0,0,0,0,"m","f",0,0
"SB47","SB27","SB27_SB47",2,2,0,2,"f","f",0,0.03125
"SB19","SB27","SB19_SB27",0,0,0,0,"m","f",0,0
"SB46","SB27","SB27_SB46",0,0,0,0,"m","f",0,0
"SB61","SB27","SB27_SB61",0,0,0,0,"m","f",0,0.015625
"SB34","SB27","SB27_SB34",2,0,0,0,"f","f",0,0
"SB39","SB27","SB27_SB39",0,0,0,0,"f","f",0,0
"SB7","SB27","SB27_SB7",0,0,0,0,"f","f",0,0
"SB58","SB27","SB27_SB58",0,0,0,0,"f","f",0,0
"SB37","SB27","SB27_SB37",0,0,0,0,"f","f",0,0.0625
"SB53","SB27","SB27_SB53",0,0,0,0,"f","f",0,0
"SB11","SB27","SB11_SB27",0,0,0,0,"f","f",0,0
"SB57","SB27","SB27_SB57",0,0,0,0,"m","f",0,0.0625
"SB146","SB27","SB146_SB27",0,0,0,0,"m","f",0,0.03125
"SB66","SB27","SB27_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB27","SB133_SB27",0,0,0,0,"m","f",0,0
"SB52","SB27","SB27_SB52",0,0,0,0,"m","f",0,0.03125
"SB17","SB27","SB17_SB27",0,0,0,0,"f","f",0,0
"SB118","SB27","SB118_SB27",0,0,0,0,"f","f",0,0
"SB114","SB27","SB114_SB27",0,0,0,0,"f","f",0,0
"SB176","SB27","SB176_SB27",0,0,0,0,"m","f",0,0
"SB179","SB27","SB179_SB27",0,0,0,0,"f","f",0,0
"SB178","SB27","SB178_SB27",0,0,0,0,"m","f",0,0
"SB67","SB27","SB27_SB67",2,0,0,1,"f","f",0,0.25
"SB154","SB27","SB154_SB27",0,0,0,0,"m","f",0,0
"SB68","SB27","SB27_SB68",0,0,0,0,"m","f",0,0.140625
"SB75","SB27","SB27_SB75",1,0,0,0,"f","f",0,0
"SB65","SB27","SB27_SB65",0,0,0,0,"f","f",0,0
"SB74","SB27","SB27_SB74",0,0,0,0,"m","f",0,0
"SB82","SB27","SB27_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB27","SB18_SB27",0,0,0,0,"m","f",0,0
"SB124","SB27","SB124_SB27",0,0,0,0,"m","f",0,0.125
"SB26","SB27","SB26_SB27",0,0,1,0,"m","f",1,0
"SB33","SB27","SB27_SB33",0,0,0,0,"m","f",0,0.03125
"SB1","SB27","SB1_SB27",0,0,0,0,"m","f",0,0
"SB38","SB27","SB27_SB38",0,0,0,0,"m","f",0,0
"SB10","SB27","SB10_SB27",1,0,0,0,"m","f",0,0
"SB102","SB27","SB102_SB27",0,0,0,0,"m","f",0,0
"SB106","SB27","SB106_SB27",0,0,0,0,"m","f",0,0
"SB116","SB27","SB116_SB27",0,0,0,0,"m","f",0,0
"SB88","SB27","SB27_SB88",0,0,0,0,"m","f",0,0
"SB80","SB27","SB27_SB80",0,0,0,0,"f","f",0,0
"SB79","SB27","SB27_SB79",0,0,0,0,"m","f",0,0
"SB20","SB2","SB2_SB20",2,0,0,0,"f","f",0,0.015625
"SB6","SB2","SB2_SB6",1,0,0,0,"m","f",0,0
"SB47","SB2","SB2_SB47",1,2,1,2,"f","f",0,0.03125
"SB19","SB2","SB19_SB2",0,0,0,0,"m","f",0,0
"SB46","SB2","SB2_SB46",0,0,0,0,"m","f",0,0
"SB61","SB2","SB2_SB61",0,0,0,0,"m","f",0,0.015625
"SB34","SB2","SB2_SB34",2,0,0,0,"f","f",0,0
"SB39","SB2","SB2_SB39",0,0,0,0,"f","f",0,0
"SB7","SB2","SB2_SB7",1,0,0,0,"f","f",0,0
"SB58","SB2","SB2_SB58",0,0,0,0,"f","f",0,0
"SB37","SB2","SB2_SB37",0,0,0,0,"f","f",0,0.0625
"SB53","SB2","SB2_SB53",0,0,0,0,"f","f",0,0
"SB11","SB2","SB11_SB2",2,0,1,1,"f","f",0,0
"SB57","SB2","SB2_SB57",0,0,0,0,"m","f",0,0.0625
"SB146","SB2","SB146_SB2",0,0,0,0,"m","f",0,0.03125
"SB66","SB2","SB2_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB2","SB133_SB2",0,0,0,0,"m","f",0,0
"SB52","SB2","SB2_SB52",0,0,0,0,"m","f",0,0.03125
"SB17","SB2","SB17_SB2",0,0,0,0,"f","f",0,0
"SB118","SB2","SB118_SB2",0,0,0,0,"f","f",0,0
"SB114","SB2","SB114_SB2",0,0,0,0,"f","f",0,0
"SB176","SB2","SB176_SB2",0,0,0,0,"m","f",0,0
"SB179","SB2","SB179_SB2",0,0,0,0,"f","f",0,0
"SB178","SB2","SB178_SB2",0,0,0,0,"m","f",0,0
"SB67","SB2","SB2_SB67",2,0,0,0,"f","f",0,0.25
"SB154","SB2","SB154_SB2",0,0,0,0,"m","f",0,0
"SB68","SB2","SB2_SB68",0,0,0,0,"m","f",0,0.140625
"SB75","SB2","SB2_SB75",1,0,0,0,"f","f",0,0
"SB65","SB2","SB2_SB65",0,0,0,0,"f","f",0,0
"SB74","SB2","SB2_SB74",0,0,0,0,"m","f",0,0
"SB82","SB2","SB2_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB2","SB18_SB2",0,0,0,0,"m","f",0,0
"SB124","SB2","SB124_SB2",0,0,0,0,"m","f",0,0.125
"SB26","SB2","SB2_SB26",0,0,0,0,"m","f",0,0
"SB33","SB2","SB2_SB33",0,0,0,0,"m","f",0,0.03125
"SB1","SB2","SB1_SB2",0,0,0,0,"m","f",1,0
"SB38","SB2","SB2_SB38",0,0,0,0,"m","f",0,0
"SB10","SB2","SB10_SB2",1,0,0,0,"m","f",0,0
"SB102","SB2","SB102_SB2",0,0,0,0,"m","f",0,0
"SB106","SB2","SB106_SB2",0,0,0,0,"m","f",0,0
"SB116","SB2","SB116_SB2",0,0,0,0,"m","f",0,0
"SB88","SB2","SB2_SB88",0,0,0,0,"m","f",0,0
"SB80","SB2","SB2_SB80",0,0,0,0,"f","f",0,0
"SB79","SB2","SB2_SB79",0,0,0,0,"m","f",0,0
"SB6","SB20","SB20_SB6",0,0,0,0,"m","f",0,0
"SB47","SB20","SB20_SB47",2,2,0,0,"f","f",0,0.015625
"SB19","SB20","SB19_SB20",1,3,2,0,"m","f",1,0.03125
"SB46","SB20","SB20_SB46",0,0,0,0,"m","f",0,0.03125
"SB61","SB20","SB20_SB61",0,0,0,0,"m","f",0,0.0234375
"SB34","SB20","SB20_SB34",0,0,0,0,"f","f",0,0.015625
"SB39","SB20","SB20_SB39",0,0,0,0,"f","f",0,0
"SB7","SB20","SB20_SB7",2,0,0,0,"f","f",0,0.03125
"SB58","SB20","SB20_SB58",0,0,0,0,"f","f",0,0
"SB37","SB20","SB20_SB37",0,0,0,0,"f","f",0,0.03125
"SB53","SB20","SB20_SB53",0,0,0,0,"f","f",0,0
"SB11","SB20","SB11_SB20",2,0,0,0,"f","f",0,0.015625
"SB57","SB20","SB20_SB57",0,0,0,0,"m","f",0,0.03125
"SB146","SB20","SB146_SB20",0,0,0,0,"m","f",0,0.015625
"SB66","SB20","SB20_SB66",0,0,0,0,"m","f",0,0.5
"SB133","SB20","SB133_SB20",0,0,0,0,"m","f",0,0
"SB52","SB20","SB20_SB52",0,0,0,0,"m","f",0,0.015625
