individual_ano,group,species,year,obs_hours,sex,groupsize,partners_groomed,partners_pool,groupyear,sexspec,sexspec_indicator
i077,Kokoalongo,bonobo,2019,4.93914351851852,F,20,9,19,Kokoalongo__2019,fem_bo,1
i104,Ekalakala,bonobo,2021,7.35163194444444,F,11,8,10,Ekalakala__2021,fem_bo,1
i077,Kokoalongo,bonobo,2021,5.23674768518519,F,16,5,15,Kokoalongo__2021,fem_bo,1
i104,Ekalakala,bonobo,2022,8.52634259143519,F,11,7,10,Ekalakala__2022,fem_bo,1
i077,Kokoalongo,bonobo,2022,9.80328703703704,F,18,5,17,Kokoalongo__2022,fem_bo,1
i087,South,chimp,2016,4.65902777777778,F,22,21,21,South__2016,fem_chi,2
i087,South,chimp,2017,3.32916666666667,F,22,21,21,South__2017,fem_chi,2
i087,South,chimp,2018,2.67708333333333,F,22,18,21,South__2018,fem_chi,2
i007,North,chimp,2016,14.7743055555556,F,11,10,10,North__2016,fem_chi,2
i007,North,chimp,2017,10.4715277777778,F,11,10,10,North__2017,fem_chi,2
i007,North,chimp,2018,6.35208333333333,F,12,11,11,North__2018,fem_chi,2
i092,East,chimp,2016,4.85416666666667,F,15,12,14,East__2016,fem_chi,2
i092,East,chimp,2017,6.34444444444444,F,16,14,15,East__2017,fem_chi,2
i092,East,chimp,2018,5.33263888888889,F,17,13,16,East__2018,fem_chi,2
i065,Kanyawara,chimp,2016,8.21041666666667,F,31,12,30,Kanyawara__2016,fem_chi,2
i131,Kanyawara,chimp,2014,3.21666666666667,F,29,4,28,Kanyawara__2014,fem_chi,2
i049,Kanyawara,chimp,2015,4.29027777777778,F,30,7,29,Kanyawara__2015,fem_chi,2
i069,Bompusa,bonobo,2015,1.78084490740741,M,20,8,19,Bompusa__2015,mal_bo,3
